file,title,category,paperurl,other_urls
2024-05-01-framefeedback-closed-loop-control-system.md,FrameFeedback: A Closed-Loop Control System for Dynamic Offloading Real-Time Edge Inference,workshops,https://doi.org/10.1109/IPDPSW63119.2024.00116,
2024-10-01-tuning-fast-memory-page-migration.md,Tuning Fast Memory Size based on Modeling of Page Migration for Tiered Memory,techreports,https://arxiv.org/abs/2410.00328,
2024-11-01-parvagpu-efficient-spatial-gpu-sharing.md,ParvaGPU: Efficient Spatial GPU Sharing for Large-Scale DNN Inference in Cloud Environments,conferences,https://doi.org/10.1109/SC41406.2024.00048,
2025-01-01-parallel-cpu-gpu-execution-llm-inference.md,Parallel CPU-GPU Execution for LLM Inference on Constrained GPUs,techreports,https://arxiv.org/abs/2506.03296,
2025-01-01-sled-speculative-llm-decoding.md,SLED: A Speculative LLM Decoding Framework for Efficient Edge Serving,techreports,https://arxiv.org/abs/2506.09397,
2025-04-11-hired-attention-token-dropping.md,HiRED: Attention-Guided Token Dropping for Efficient Inference of High-Resolution Vision-Language Models,conferences,https://doi.org/10.1609/aaai.v39i2.32171,
2025-05-01-marco.md,MARCO: Multi-Agent Code Optimization with Real-Time Knowledge Integration for High-Performance Computing,techreports,https://arxiv.org/abs/2505.03906,
2025-07-01-polymorph-arxiv-techreport.md,Polymorph: Energy-Efficient Multi-Label Classification for Video Streams on Embedded Devices,techreports,https://arxiv.org/abs/2507.14959,
2025-07-09-marvel-risc-v-extensions.md,MARVEL: An End-to-End Framework for Generating Model-Class Aware Custom RISC-V Extensions for Lightweight AI,manuscripts,https://arxiv.org/abs/2508.01800,
2025-10-01-vmil-memory-tiering-python.md,Memory Tiering in the Python Virtual Machine,workshops,https://doi.org/10.1145/3759548.3763372,
2025-11-01-diffpro-joint-timestep-and-layer-wise-precision-optimization-for-efficient-diffusion-inference.md,DiffPro: Joint Timestep and Layer-Wise Precision Optimization for Efficient Diffusion Inference,posters,https://sc25.supercomputing.org/proceedings/posters/poster_files/post198s2-file3.pdf,
2025-11-01-divide-conquer-and-denoise-hybrid-parallel-diffusion-with-memory-aware-coarse-to-fine-inference.md,"Divide, Conquer, and Denoise: Hybrid Parallel Diffusion with Memory-Aware Coarse-to-Fine Inference",posters,https://sc25.supercomputing.org/proceedings/posters/poster_files/post246s2-file3.pdf,
2025-11-01-energy-efficient-multimodal-llm-inference-stage-level-characterization-and-input-aware-controls.md,Energy-Efficient Multimodal LLM Inference: Stage-Level Characterization and Input-Aware Controls,posters,https://sc25.supercomputing.org/proceedings/posters/poster_files/post286s2-file3.pdf,
2025-11-01-hydracache-long-context-prefill-parallelization-via-distributed-cache-blending.md,HydraCache: Long-Context Prefill Parallelization via Distributed Cache Blending,posters,https://sc25.supercomputing.org/proceedings/posters/poster_files/post304s2-file3.pdf,
2025-11-18-polymorph-wacv.md,Polymorph: Energy-Efficient Multi-Label Classification for Video Streams on Embedded Devices,conferences,https://arxiv.org/abs/2507.14959,
2025-11-20-diffpro-arxiv.md,DiffPro: Joint Timestep and Layer-Wise Precision Optimization for Efficient Diffusion Inference,techreports,https://arxiv.org/abs/2511.11446,
2025-12-01-sled-speculative-llm-decoding.md,SLED: A Speculative LLM Decoding Framework for Efficient Edge Serving,conferences,https://doi.org/10.1145/3769102.3770608,
2025-12-23-apex-ipdps.md,APEX: Asynchronous Parallel CPU-GPU Execution for Online LLM Inference on Constrained GPUs,conferences,https://arxiv.org/abs/2506.03296,
2025-12-23-dllm.md,Taming the Memory Footprint Crisis: System Design for Production Diffusion LLM Serving,techreports,https://arxiv.org/abs/2512.17077,
2026-01-23-wisp.md,WISP: Waste- and Interference-Suppressed Distributed Speculative LLM Serving at the Edge via Dynamic Drafting and SLO-Aware Batching,techreports,https://arxiv.org/abs/2601.11652,
2026-02-16-marco-capwic.md,MARCO: Multi-Agent Code Optimization for High-Performance Computing,conferences,https://arxiv.org/abs/2505.03906,
2026-03-04-fan-dllm-serve-ics.md,dLLM-Serve: Bridging the Memory Gap in Diffusion Language Model Serving,conferences,https://arxiv.org/abs/2512.17077,
2026-03-04-moghadampanah-modality-inflation-iwapt.md,Modality Inflation: Energy Characterization and Optimization Opportunities for MLLM Inference,workshops,https://arxiv.org/abs/2512.22695,
2026-04-29-fact-arxiv-techreport.md,FACT: Compositional Kernel Synthesis with a Three-Stage Agentic Workflow,techreports,https://arxiv.org/abs/2604.26666,
2026-06-01-configspec-tdis.md,ConfigSpec: Profiling-Based Configuration Selection for Distributed Edge-Cloud Speculative LLM Serving,workshops,,
2026-06-01-wisp-sigmetrics.md,WISP: Waste- and Interference-Suppressed Distributed Speculative LLM Serving at the Edge via Dynamic Drafting and SLO-Aware Batching,manuscripts,https://arxiv.org/abs/2601.11652,
